"[ ""James"", ""Brown"", ""-"", ""``"", ""Escape-Ism"", ""''"" ]";[1,2,0,0,0,0]
"[ ""PATRZ"", ""NYC"", ""("", ""singel"", "")"" ]";[0,0,0,0,0]
"[ ""Była"", ""córką"", ""siostrzenicy"", ""Lwa"", ""Tołstoja"", ""."" ]";[0,0,0,1,2,0]
"[ ""'"", ""''"", ""Austria"", ""''"", ""'"" ]";[0,0,5,0,0]
"[ ""Przybywali"", ""tutaj"", ""mieszkańcy"", ""Szczecina"", ""i"", ""Goleniowa"", ""."" ]";[0,0,0,5,0,5]
"[ ""Natalie"", ""Portman"", "","", ""Ashton"", ""Kutcher"", "","", ""Kevin"", ""Kline"", "","", ""Cary"", ""Elwes"" ]";[1,2,0,1,2,0,1,2,0,1,2]
"[ ""Natomiast"", ""w"", ""sierpniowym"", ""spotkaniu"", ""z"", ""Bośnią"", ""i"", ""Hercegowiną"", ""("", ""1:1"", "")"", ""zdobył"", ""jedynego"", ""gola"", ""dla"", ""swojej"", ""drużyny"", ""."" ]";[0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0]
"[ ""Osetia"", ""i"", ""Osetia"", ""Południowa"" ]";[5,0,5,6]
"[ ""Ziem"", ""Odzyskanych"", ""("", ""tzw"", ""."" ]";[5,6,0,0,0]
"[ ""Występują"", ""wszystkie"", ""maści"", ""podstawowe"", ""."" ]";[0,0,0,0,0]
"[ ""Szymon"", ""Ziółkowski"", ""—"", ""75.62"", ""m"" ]";[1,2,0,0,0]
"[ ""Monte"", ""Mars"", ""-"", ""2600"", ""m"", "","" ]";[5,6,0,0,0,0]
"[ ""'"", ""''"", ""Maccabi"", ""Netanja"", ""''"", ""'"" ]";[0,0,3,4,0,0]
"[ ""Tuğba"", ""Karademir"", ""-"", ""24."", ""miejsce"" ]";[1,2,0,0,0]
"[ ""PATRZ"", ""Linia"", ""elektroenergetyczna"", ""Jekybastuz-Kokczetaw"" ]";[0,3,4,4]
"[ ""Od"", ""początku"", ""lat"", ""90."", ""zaangażowana"", ""w"", ""działalność"", ""organizacji"", ""związanych"", ""z"", ""Francuską"", ""Partią"", ""Komunistyczną"", ""."" ]";[0,0,0,0,0,0,0,0,0,0,3,4,4,0]
"[ ""'"", ""''"", ""Karin"", ""Thürig"", ""''"", ""'"" ]";[0,0,1,2,0,0]
"[ ""PATRZ"", ""Sanok"", ""("", ""gmina"", ""wiejska"", "")"" ]";[0,5,0,0,0,0]
"[ ""Piełagieja"", ""''"", ""("", ""1-"", "")"", ""Dima"", ""Biłan"", ""''"", ""("", ""1-"", "")"", ""''Maxim"", ""Fadeev"", ""''"", ""("", ""1-"", "")"", ""''"" ]";[1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0]
"[ ""Wobec"", ""zagrożenia"", ""oblężeniem"", ""zdecydowano"", ""się"", ""też"", ""na"", ""wysłanie"", ""części"", ""rządu"", ""do"", ""Tours"", "","", ""poza"", ""zasięg"", ""przewidywanych"", ""walk"", ""."" ]";[0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0]
"[ ""Muzyka"", ""–"", ""Mark"", ""Isham"" ]";[0,0,1,2]
"[ ""Ranni"", ""i"", ""wzięci"", ""do"", ""niewoli"", ""zostali"", ""rozstrzelani"", ""przez"", ""żołnierzy"", ""Waffen-SS"", ""."" ]";[0,0,0,0,0,0,0,0,0,3,0]
"[ ""Latem"", ""został"", ""wypożyczony"", ""do"", ""Kavali"", ""."" ]";[0,0,0,0,3,0]
"[ ""Sporting"", ""CP"", ""-"", ""Inter"", ""Mediolan"", ""1:0"", ""("", ""0:0"", "")"" ]";[3,4,0,3,4,0,0,0,0]
"[ ""Urodził"", ""się"", ""w"", ""Warszawie"", ""w"", ""arystokratycznej"", ""rodzinie"", ""."" ]";[0,0,0,5,0,0,0,0]
"[ ""Jego"", ""siedzibą"", ""jest"", ""miasto"", ""Jędrzejów"", ""."" ]";[0,0,0,0,5,0]
"[ ""Miasto"", ""jest"", ""siedzibą"", ""dowództwa"", ""11"", ""Lubuskiej"", ""Dywizji"", ""Kawalerii"", ""Pancernej"", ""oraz"", ""kilku"", ""innych"", ""jednostek"", ""wojskowych"", ""."" ]";[0,0,0,0,3,4,4,4,4,0,0,0,0,0,0]
"[ ""Obejmuje"", ""co"", ""najmniej"", ""2"", ""gatunki"", ""występujące"", ""naturalnie"", ""na"", ""Półwyspie"", ""Iberyjskim"", ""oraz"", ""w"", ""Afryce"", ""Północnej"", ""."" ]";[0,0,0,0,0,0,0,0,5,6,0,0,5,6,0]
"[ ""Taylor"", ""Hicks"", ""z"", ""programu"", ""American"", ""Idol"", ""''"" ]";[1,2,0,0,3,4,0]
"[ ""w"", ""Jerozolimie"", "","", ""zm"", ""."" ]";[0,5,0,0,0]
"[ ""Służył"", ""w"", ""Marynarce"", ""Wojennej"", ""ZSRR"", ""."" ]";[0,0,3,4,4,0]
"[ ""'"", ""''"", ""Liezel"", ""Huber"", ""Lisa"", ""Raymond"", ""("", ""1"", "")"" ]";[0,0,1,2,1,2,0,0,0]
"[ ""Ten"", ""nurt"", ""artystycznych"", ""był"", ""popularny"", ""w"", ""Europie"", ""środkowowschodniej"", ""na"", ""przełomie"", ""lat"", ""50."", ""i"", ""60"", ""."" ]";[0,0,0,0,0,0,5,6,0,0,0,0,0,0,0]
"[ ""Święty"", ""Jakub"", ""Starszy"", "","", ""Apostoł"" ]";[1,2,2,2,2]
"[ ""'"", ""''"", ""Kenny"", ""Roberts"", ""Jr"", ""."", ""''"", ""'"" ]";[0,0,1,2,2,0,0,0]
"[ ""Po"", ""serii"", ""trzynastu"", ""wygranych"", ""pojedynków"", ""z"", ""rzędu"", ""związał"", ""się"", ""z"", ""Ultimate"", ""Fighting"", ""Championship"", ""."" ]";[0,0,0,0,0,0,0,0,0,0,3,4,4,0]
"[ ""Shelbourne"", ""FC"", ""("", ""Irlandia"", "")"" ]";[3,4,0,5,0]
"[ ""Anton"", ""Jugow"", ""("", ""1904–1991"", "")"" ]";[1,2,0,0,0]
"[ ""``"", ""Dead"", ""Star"", ""''"" ]";[0,0,0,0]
"[ ""'"", ""''"", ""Fijación"", ""Oral"", ""Vol."", ""1"", ""''"", ""'"", ""''"" ]";[0,0,0,0,0,0,0,0,0]
"[ ""Ukończył"", ""szkołę"", ""w"", ""Lahaur"", ""i"", ""Rawalpindi"", ""."" ]";[0,0,0,5,0,5,0]
"[ ""Estádio"", ""do"", ""Dragão"" ]";[5,6,6]
"[ ""'"", ""''"", ""Lu"", ""Chunlong"", ""''"", ""'"" ]";[0,0,1,2,0,0]
"[ ""Najlepsza"", ""aktorka"", ""-"", ""Janet"", ""McTeer"", ""("", ""nominacja"", "")"" ]";[0,0,0,1,2,0,0,0]
"[ ""hrabstwo"", ""Salem"", ""w"", ""stanie"", ""New"", ""Jersey"" ]";[5,6,0,0,5,6]
"[ ""839"", ""r."", "")"", "","", ""syna"", ""Eochaida"", ""VI"", ""mac"", ""Fíachnai"", ""("", ""zm"", ""."" ]";[0,0,0,0,0,1,2,2,2,0,0,0]
"[ ""ATA"", ""("", ""technologia"", "")"" ]";[0,0,0,0]
"[ ""Ryszarda"", ""Bartla"", ""z"", ""Wytwórni"", ""Lotniczej"", ""„Samolot”"", ""z"", ""Poznania"", "","", ""oznaczony"", ""jako"", ""''BM-3"", ""''"", ""."" ]";[1,2,0,3,4,4,0,5,0,0,0,0,0,0]
"[ ""Biografia"", ""Armia"", ""Stanów"", ""Zjednoczonych"" ]";[0,3,4,4]
"[ ""Luigi"", ""Sincero"", ""("", ""1930-1931"", "")"" ]";[1,2,0,0,0]
"[ ""W"", ""Gandawie"", ""jego"", ""dobra"", ""passa"", ""nie"", ""została"", ""kontynuowana"", ""."" ]";[0,5,0,0,0,0,0,0,0]
"[ ""Henry"", ""Kissinger"", ""–"", ""jako"", ""on"", ""sam"" ]";[1,2,0,0,0,0]
"[ ""**"", ""Peter"", ""Handke"", "","", ""''Godzina"", "","", ""w"", ""której"", ""nie"", ""wiedzieliśmy"", ""nic"", ""o"", ""sobie"", ""nawzajem"", ""''"", "","", ""reż"", ""."" ]";[0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
"[ ""Nazwa"", ""samochodu"", ""pochodzi"", ""od"", ""włoskiego"", ""słowa"", ""''koncert"", ""''"", ""."" ]";[0,0,0,0,0,0,0,0,0]
"[ ""Niedługo"", ""potem"", ""wybrał"", ""się"", ""w"", ""podróż"", ""naukową"", ""do"", ""Wielkiej"", ""Brytanii"", ""i"", ""Holandii"", ""."" ]";[0,0,0,0,0,0,0,0,5,6,0,5,6]
"[ ""Nino"", ""Burdżanadzepełniąca"", ""obowiązki"", ""''"", ""("", ""1964-"", "")"" ]";[1,2,0,0,0,0,0]
"[ ""'"", ""''"", ""Francja"", ""''"", ""'"" ]";[0,0,5,0,0]
"[ ""Klub"", ""Radnych"", ""Platforma"", ""Obywatelska"", ""("", ""33"", ""radnych"", "")"" ]";[0,0,3,4,0,0,0,0]
"[ ""projekt"", ""pomnika"", ""Bartosza"", ""Głowackiego"", ""."" ]";[0,0,1,2,0]
"[ ""'"", ""''"", ""Honda"", ""''"", ""'"" ]";[0,0,3,0,0]
"[ ""Knightsbridge"", ""("", ""częściowo"", ""leży"", ""w"", ""Kensington"", ""and"", ""Chelsea"", "")"" ]";[5,0,0,0,0,5,0,5,0]
"[ ""w"", ""Mohylewie"", "","", ""zm"", ""."" ]";[0,5,0,0,0]
"[ ""Jadąc"", ""dalej"", ""na"", ""północ"", ""dociera"", ""się"", ""do"", ""kibucu"", ""En"", ""Charod"", ""Me’uchad"", "","", ""a"", ""kilometr"", ""dalej"", ""kibucu"", ""En"", ""Charod"", ""Ichud"", ""."" ]";[0,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,5,6,6,0]
"[ ""Grażyna"", ""Auguścik"", ""–"", ""''To"", ""tylko"", ""chwilę"", ""trwa"", ""''"" ]";[1,2,0,0,0,0,0,0]
"[ ""Marco"", ""Fu"", ""9–7"", ""Quinten"", ""Hann"" ]";[1,2,0,1,2]
"[ ""Z"", ""tego"", ""powodu"", ""Agencja"", ""Żydowska"", ""przeprowadziła"", ""szereg"", ""szkoleń"", ""i"", ""udzieliła"", ""osadzie"", ""szerokiego"", ""wsparcia"", ""."" ]";[0,0,0,3,4,0,0,0,0,0,0,0,0,0]
"[ ""PATRZ"", ""William"", ""Vane"", ""("", ""1."", ""książę"", ""Cleveland"", "")"" ]";[0,1,2,0,0,0,5,0]
"[ ""'"", ""''"", ""Partia"", ""Regionów"", ""''"", ""'"" ]";[0,0,3,4,0,0]
"[ ""Zbrodnia"", ""katyńska"", "","", ""Ostaszków"" ]";[0,0,0,5]
"[ ""Dorota"", ""Zagórska"", ""("", ""ur"", ""."" ]";[1,2,0,0,0]
"[ ""Stefana"", ""Czarnieckiego"", ""-"", ""Poznań"", ""("", ""1967-1994"", "")"" ]";[3,4,0,5,0,0,0]
"[ ""PATRZ"", ""Chociwel"", ""("", ""gmina"", "")"" ]";[0,5,0,0,0]
"[ ""Atłant"", ""Mytiszczi"", ""("", ""2009-2010"", "")"" ]";[1,2,0,0,0]
"[ ""Szybko"", ""przebił"", ""się"", ""tam"", ""do"", ""pierwszej"", ""jedenastki"", ""i"", ""był"", ""podstawowym"", ""zawodnikiem"", ""składu"", ""ekipy"", ""ze"", ""stadionu"", ""De"", ""Geusselt"", ""."" ]";[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0]
"[ ""'"", ""''"", ""Jekatierina"", ""Gamowa"", ""''"", ""'"" ]";[0,0,1,2,0,0]
"[ ""patrz"", ""GKS"", ""Tychy"", ""("", ""piłka"", ""nożna"", "")"" ]";[0,3,4,0,0,0,0]
"[ ""Puljić"", "","", ""Vinko"", ""("", ""ur"", ""."" ]";[1,2,2,0,0,0]
"[ ""Their"", ""Law"", "":"", ""The"", ""Singles"", ""1990–2005"", ""''"" ]";[0,0,0,0,0,0,0]
"[ ""PATRZ"", ""J.E."", ""Casely"", ""Hayford"" ]";[0,1,2,2]
"[ ""PATRZ"", ""Salzgitter-Ringelheim"", ""("", ""stacja"", ""kolejowa"", "")"" ]";[0,5,0,0,0,0]
"[ ""W"", ""turnieju"", ""triumfowali"", ""reprezentanci"", ""Hongkongu"", ""."" ]";[0,0,0,0,5,0]
"[ ""'"", ""''"", ""Jean"", ""Alesi"", ""''"", ""'"" ]";[0,0,1,2,0,0]
"[ ""'"", ""''"", ""Astana"", ""Pro"", ""Team"", ""''"", ""'"" ]";[0,0,0,3,4,0,0]
"[ ""PSG]]"", ""Paryż"", ""'"", ""''"", ""0:1"", ""("", ""0:0"", "")"", ""'"", ""''"" ]";[3,5,0,0,0,0,0,0,0,0]
"[ ""Następnie"", ""znalazł"", ""się"", ""na"", ""Pawiaku"", "","", ""skąd"", ""zamierzano"", ""przetransportować"", ""go"", ""do"", ""Auschwitz"", "","", ""jednak"", ""uciekł"", ""z"", ""konwoju"", ""."" ]";[0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0]
"[ ""Hanna"", ""Banaszak"", ""("", ""ur"", ""."" ]";[1,2,0,0,0]
"[ ""Jurij"", ""Nikulin"", ""jako"", ""sprzedawca"", ""w"", ""sklepie"", ""z"", ""odzieżą"" ]";[1,2,0,0,0,0,0,0]
"[ ""Izydor"", ""z"", ""Kijowa"", ""("", ""1451-1463"", "")"" ]";[1,0,5,0,0,0]
"[ ""W"", ""latach"", ""2005–2007"", ""występował"", ""na"", ""deskach"", ""Teatru"", ""im."", ""J."", ""Słowackiego"", ""w"", ""Krakowie"", ""."" ]";[0,0,0,0,0,0,3,4,4,4,4,4,0]
"[ ""Torpedo"", ""Niżny"", ""Nowogród"", ""("", ""2011-2013"", "")"", ""-"", ""I"", ""trener"" ]";[3,4,4,0,0,0,0,0,0]
"[ ""Ukończył"", ""Schauspielschule"", ""w"", ""Mannheim"", ""."" ]";[0,3,0,5,0]
"[ ""Conchita"", ""Martínez"", ""Arantxa"", ""Sánchez"", ""Vicario"" ]";[1,2,1,2,2]
"[ ""Był"", ""profesorem"", ""Uniwersytetu"", ""w"", ""Uppsali"", ""."" ]";[1,2,3,4,4,0]
"[ ""San"", ""Lorenzo"", ""–"", ""miasto"", ""w"", ""Gwatemali"", "","", ""w"", ""departamencie"", ""San"", ""Marcos"" ]";[5,6,0,0,5,0,0,0,5,6]
"[ ""Jakob”"", ""w"", ""Bazylei"", ""w"", ""Szwajcarii"" ]";[3,0,5,0,5]
"[ ""2"", ""ostatnie"", ""drużyny"", ""spadły"", ""do"", ""drugiej"", ""ligi"", ""."" ]";[0,0,0,0,0,0,0,0]
"[ ""PATRZ"", ""Swan"", ""Lake"", ""("", ""zespół"", ""muzyczny"", "")"" ]";[0,3,4,0,0,0,0]
"[ ""Został"", ""wówczas"", ""zawodnikiem"", ""MTK-VM"", ""Budapeszt"", ""."" ]";[0,0,0,3,4,0]
"[ ""Gościnny"", ""występ"", ""w"", ""utworze"", ""grupy"", ""Naughty"", ""by"", ""Nature"", ""."" ]";[0,0,0,0,0,3,4,4,0]
"[ ""Był"", ""członkiem"", ""Unii"", ""Wolności"", ""i"", ""Partii"", ""Demokratycznej"", "","", ""z"", ""której"", ""wystąpił"", ""po"", ""zbliżeniu"", ""z"", ""SLD"", ""."" ]";[0,0,3,4,0,3,4,0,0,0,0,0,0,0,3,0]
"[ ""'"", ""''"", ""Nanchong"", ""''"", ""'"" ]";[0,0,5,0,0]
"[ ""''Zależność"", ""od"", ""Rzymu"", ""''"", ""190-po"", ""111"" ]";[0,0,5,0,0,0]
"[ ""Według"", ""artysty"", ""–"", ""wśród"", ""zespołów"", "","", ""które"", ""wywarły"", ""największy"", ""wpływ"", ""na"", ""jego"", ""twórczość"", ""można"", ""wymienić"", ""Grandmaster"", ""Flash"", ""i"", ""Depeche"", ""Mode"", ""."" ]";[0,0,0,0,0,0,0,0,0,0,0,0, 0, 0, 0, 3,4,0,3,4,0]
"[ ""'"", ""''"", ""Pforzheim"", ""''"", ""'"" ]";[0,0,5,0,0]
"[ ""Tworzenie"", ""jedności"", ""rodzinnej"", ""i"", ""podtrzymywanie"", ""godności"", ""rodu"" ]";[0,0,0,0,0,0,0]
"[ ""'"", ""''"", ""5"", "")"", ""Siedzibą"", ""rządu"", ""jest"", ""Abidżan"", ""."", ""''"", ""'"" ]";[0,0,0,0,0,0,0,5,0,0,0]
"[ ""Początkowo"", ""płynie"", ""w"", ""kierunku"", ""południowo-wschodnim"", ""do"", ""Woroneża"", "","", ""a"", ""potem"", ""południowo-zachodnim"", ""aż"", ""do"", ""ujścia"", ""."" ]";[0,0,0,0,0,0,5,0,0,0,0,0,0,0,0]
"[ ""Absolwent"", ""Uniwersytetu"", ""Muzycznego"", ""Fryderyka"", ""Chopina"", ""w"", ""Warszawie"", ""i"", ""University"", ""of"", ""California"", "","", ""Los"", ""Angeles"", ""."" ]";[0,3,4,4,4,4,4,0,3,4,4,0,5,6,0]
"[ ""Betanii"", "","", ""Betfage"", "","", ""Emaus"", "","", ""Getsemani"", "","", ""Góry"", ""Tabor"", "","", ""Kafarnaum"", "","", ""Nazaretu"", "","", ""Góra"", ""Nebo"", "","", ""Tabgi"", "")"", ""."" ] ";[5,0,5,0,5,0,0,0,5,6,0,5,0,5,0,5,6,0,5,0,0]
"[ ""Stephen"", ""King"", "","", ""Skazani"", ""na"", ""Shawshank"", ""''"" ]";[1,2,0,0,0,0]
"[ ""Posiada"", ""swoją"", ""gwiazdę"", ""na"", ""Hollywoodzkiej"", ""Alei"", ""Gwiazd"", ""."" ]";[0,0,0,0,5,6,6,0]
"[ ""Project"", ""for"", ""Public"", ""Spaces"" ]";[3,4,4,4]
"[ ""Profesor"", ""University"", ""of"", ""Pennsylvania"", ""."" ]";[0,3,4,4,0]
"[ ""Przebywał"", ""w"", ""ośrodkach"", ""szkoleniowych"", ""w"", ""Stanach"", ""Zjednoczonych"", ""."" ]";[0,0,0,0,0,5,6,0]
"[ ""Jego"", ""siedzibą"", ""jest"", ""miasto"", ""Goleniów"", ""."" ]";[0,0,0,0,5,0]
"[ ""Wolniejszy"", ""upływ"", ""czasu"", ""u"", ""obserwatora"", ""poruszającego"", ""się"", ""nazywany"", ""jest"", ""dylatacją"", ""czasu"", "","", ""a"", ""zmniejszanie"", ""przestrzeni"", ""kontrakcją"", ""przestrzeni"", ""."" ]";[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
"[ ""Murg"", "","", ""6"", ""963"", ""mieszkańców"", "","", ""20,90"", ""km²"" ]";[5,0,0,0,0,0,0,0]
"[ ""I"", ""'m"", ""a"", ""Slave"", ""4"", ""U”"" ]";[0,0,0,0,0,0]
"[ ""József"", ""Turay"", ""2"", "","", ""Pál"", ""Titkos"" ]";[1,2,0,0,1,2]
"[ ""W"", ""czterech"", ""pierwszych"", ""startach"", ""wygrała"", ""zaledwie"", ""jedno"", ""spotkanie"", ""przeciwko"", ""Martinie"", ""Müller"", ""w"", ""Antwerpii"", ""."" ]";[0,0,0,0,0,0,0,0,0,1,2,0,5,0]
"[ ""**"", ""Engelbert"", ""Humperdinck"", "","", ""brytyjsko-amerykański"", ""piosenkarz"" ]";[0,1,2,0,0,0]
"[ ""Derry"", ""City"", ""F.C"", ""."" ]";[3,4,4,0]
"[ ""Eduard"", ""Son"", ""''"", ""("", ""Dnipro"", "")"", ""''"" ]";[1,2,0,0,3,0,0]
"[ ""'"", ""''"", ""Marija"", ""Szarapowa"", ""''"", ""'"" ]";[0,0,1,2,0,0]
"[ ""'"", ""''"", ""3."", ""kolejka"", ""Ligue"", ""1"", ""''"", ""'"" ]";[0,0,0,0,3,4,0,0]
"[ ""==="", ""Kozeta"", ""i"", ""Eponina"", ""==="" ]";[0,1,0,1,0]
"[ ""Leży"", ""około"", ""15"", ""km"", ""na"", ""południowy"", ""wschód"", ""od"", ""Donauwörth"", "","", ""nad"", ""Lech"", ""i"", ""Friedberger"", ""Ach"", ""."" ]";[0,0,0,0,0,0,0,0,5,0,0,5,0,5,6,0]
"[ ""'"", ""''"", ""Honda"", ""''"", ""'"" ]";[0,0,3,0,0]
